Rk,G,Date,Age,Tm,?,Opp,?,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
39,30,2018-01-07,20-173,MIA,UTA,W (+1),0,7:18,1,1,1.000,0,0,2,3,.667,1,1,2,0,0,0,1,1,4,2.9,-2
40,31,2018-01-09,20-175,MIA,@,TOR,W (+1),0,32:33,8,14,.571,0,1,.000,0,0,5,10,15,3,0,5,0,3,16,20.3,+9
,Rk,,G,,Date,,Age,,Tm,, ,,Opp,, ,,GS,,MP,,FG,,FGA,,FG%,,3P,,3PA,,3P%,,FT,,FTA,,FT%,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS,,GmSc,,+/-,
41,32,2018-01-10,20-176,MIA,@,IND,W (+8),0,31:11,4,9,.444,0,1,.000,7,9,.778,0,2,2,5,1,0,1,2,15,12.8,-9
42,33,2018-01-14,20-180,MIA,MIL,W (+18),0,27:51,2,6,.333,0,0,2,2,1.000,0,4,4,6,0,0,1,4,6,5.4,+10
43,34,2018-01-15,20-181,MIA,@,CHI,L (-8),0,18:44,2,5,.400,0,1,.000,2,2,1.000,2,3,5,0,1,0,1,1,6,5.2,+10
44,35,2018-01-17,20-183,MIA,@,MIL,W (+5),0,18:49,2,6,.333,0,0,0,0,3,3,6,5,1,0,2,4,4,4.5,-2
45,36,2018-01-19,20-185,MIA,@,BRK,L (-6),0,14:18,3,5,.600,0,0,3,4,.750,1,2,3,2,0,0,1,3,9,6.8,0
46,37,2018-01-20,20-186,MIA,@,CHO,W (+1),0,23:33,3,4,.750,0,0,0,0,2,3,5,5,2,1,1,1,6,11.5,+8
47,38,2018-01-22,20-188,MIA,@,HOU,L (-9),0,17:18,3,4,.750,0,0,1,2,.500,1,4,5,2,0,0,0,1,7,7.9,-1
48,39,2018-01-25,20-191,MIA,SAC,L (-1),0,20:33,2,4,.500,0,0,2,2,1.000,0,1,1,2,1,1,0,3,6,6.2,+10
49,40,2018-01-27,20-193,MIA,CHO,W (+4),0,25:38,4,6,.667,0,0,0,0,2,10,12,0,1,1,1,1,8,10.1,+13
50,41,2018-01-29,20-195,MIA,@,DAL,W (+7),0,19:08,1,3,.333,0,0,0,0,2,3,5,4,1,1,2,1,2,4.7,0
51,42,2018-01-31,20-197,MIA,@,CLE,L (-2),0,18:34,3,5,.600,0,0,3,5,.600,1,4,5,1,0,0,3,0,9,5.5,-2
52,43,2018-02-02,20-199,MIA,@,PHI,L (-6),0,29:11,5,9,.556,0,0,5,10,.500,5,8,13,6,0,0,0,4,15,17.2,+9
53,44,2018-02-03,20-200,MIA,@,DET,L (-4),1,23:37,2,5,.400,0,0,0,2,.000,1,4,5,0,0,1,0,2,4,2.3,-11
54,45,2018-02-05,20-202,MIA,ORL,L (-2),0,26:16,6,13,.462,0,2,.000,6,8,.750,2,8,10,1,1,2,0,2,18,16.6,-7
55,46,2018-02-07,20-204,MIA,HOU,L (-8),0,15:02,2,2,1.000,0,0,1,1,1.000,2,3,5,2,0,2,1,2,5,7.7,-11
56,47,2018-02-09,20-206,MIA,MIL,W (+6),0,32:22,3,7,.429,0,0,9,10,.900,1,9,10,3,0,2,2,4,15,14.2,-4
57,48,2018-02-13,20-210,MIA,@,TOR,L (-3),0,25:10,3,6,.500,0,0,5,5,1.000,1,4,5,3,0,1,2,3,11,9.5,+7
58,49,2018-02-14,20-211,MIA,@,PHI,L (-2),0,19:22,0,3,.000,0,0,3,4,.750,0,2,2,1,0,0,0,0,3,1.8,-12
59,50,2018-02-23,20-220,MIA,@,NOP,L (-1),0,18:57,2,2,1.000,0,0,2,4,.500,0,8,8,2,0,0,1,4,6,5.8,+2
60,51,2018-02-24,20-221,MIA,MEM,W (+26),0,18:19,5,7,.714,0,0,3,4,.750,2,5,7,1,1,0,0,1,13,13.9,+24
,Rk,,G,,Date,,Age,,Tm,, ,,Opp,, ,,GS,,MP,,FG,,FGA,,FG%,,3P,,3PA,,3P%,,FT,,FTA,,FT%,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS,,GmSc,,+/-,
61,52,2018-02-27,20-224,MIA,PHI,W (+1),0,6:52,0,2,.000,0,0,1,2,.500,1,3,4,0,0,2,1,0,1,1.2,-17
62,53,2018-03-01,20-226,MIA,LAL,L (-18),0,29:31,6,7,.857,0,0,3,4,.750,4,6,10,1,0,2,1,1,15,17.4,+5
63,2018-03-03,20-228,MIA,DET,W (+9),Not With Team
64,54,2018-03-05,20-230,MIA,PHO,W (+22),0,4:38,0,0,0,0,2,2,1.000,0,1,1,0,0,0,0,0,2,2.3,-6
65,55,2018-03-06,20-231,MIA,@,WAS,L (-4),0,3:47,0,1,.000,0,0,0,0,0,2,2,0,0,0,0,0,0,-0.1,-1
66,56,2018-03-08,20-233,MIA,PHI,W (+9),0,13:35,1,5,.200,0,1,.000,0,0,1,3,4,0,0,0,0,2,2,-0.3,+9
67,57,2018-03-10,20-235,MIA,WAS,W (+27),1,17:42,3,5,.600,0,0,0,2,.000,2,6,8,1,0,0,2,4,6,3.2,+19
68,58,2018-03-12,20-237,MIA,@,POR,L (-16),1,24:40,1,10,.100,0,0,2,2,1.000,4,5,9,3,1,1,3,4,4,0.9,-8
69,59,2018-03-14,20-239,MIA,@,SAC,L (-4),1,27:20,2,9,.222,0,0,2,2,1.000,4,12,16,3,0,0,0,3,6,7.8,-9
70,60,2018-03-16,20-241,MIA,@,LAL,W (+1),1,34:44,5,10,.500,0,0,1,3,.333,5,3,8,2,0,0,0,3,11,9.8,0
71,61,2018-03-19,20-244,MIA,DEN,W (+8),1,27:00,3,9,.333,0,0,1,6,.167,4,4,8,3,0,0,2,2,7,3.2,-17
72,62,2018-03-21,20-246,MIA,NYK,W (+21),1,13:17,3,4,.750,0,0,0,0,1,1,2,0,0,0,1,2,6,3.6,-8
73,63,2018-03-23,20-248,MIA,@,OKC,L (-6),1,20:46,0,5,.000,0,0,0,0,2,5,7,1,0,0,1,1,0,-1.3,-6
74,64,2018-03-25,20-250,MIA,@,IND,L (-6),1,20:55,5,7,.714,0,0,4,4,1.000,2,3,5,0,0,1,3,5,14,9.1,-2
75,2018-03-27,20-252,MIA,CLE,W (+19),Inactive
76,65,2018-03-29,20-254,MIA,CHI,W (+11),0,11:32,1,2,.500,0,0,1,2,.500,0,0,0,0,0,0,0,1,3,1.2,+10
77,2018-03-31,20-256,MIA,BRK,L (-1),Did Not Play
78,2018-04-03,20-259,MIA,ATL,W (+3),Did Not Play
79,66,2018-04-04,20-260,MIA,@,ATL,W (+29),0,19:46,1,6,.167,0,0,2,2,1.000,2,8,10,2,3,1,3,1,4,5.7,+26
80,67,2018-04-06,20-262,MIA,@,NYK,L (-24),0,12:23,2,4,.500,0,0,0,0,1,3,4,0,0,0,2,1,4,1.2,-2
,Rk,,G,,Date,,Age,,Tm,, ,,Opp,, ,,GS,,MP,,FG,,FGA,,FG%,,3P,,3PA,,3P%,,FT,,FTA,,FT%,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS,,GmSc,,+/-,
81,68,2018-04-09,20-265,MIA,OKC,L (-22),0,13:21,1,3,.333,0,0,4,4,1.000,1,3,4,0,0,0,0,1,6,5.5,0
