Rk,G,Date,Age,Tm,?,Opp,?,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,2017-10-18,31-106,NOP,@,MEM,L (-12),Inactive
2,2017-10-20,31-108,NOP,GSW,L (-8),Inactive
3,2017-10-22,31-110,NOP,@,LAL,W (+7),Inactive
4,2017-10-24,31-112,NOP,@,POR,L (-10),Inactive
5,2017-10-26,31-114,NOP,@,SAC,W (+8),Inactive
6,2017-10-28,31-116,NOP,CLE,W (+22),Inactive
7,2017-10-30,31-118,NOP,ORL,L (-16),Inactive
8,2017-11-01,31-120,NOP,MIN,L (-6),Inactive
9,2017-11-03,31-122,NOP,@,DAL,W (+5),Inactive
10,2017-11-04,31-123,NOP,@,CHI,W (+6),Inactive
11,2017-11-07,31-126,NOP,@,IND,W (+5),Inactive
12,2017-11-09,31-128,NOP,@,TOR,L (-4),Inactive
13,2017-11-11,31-130,NOP,LAC,W (+8),Inactive
14,2017-11-13,31-132,NOP,ATL,W (+1),Inactive
15,2017-11-15,31-134,NOP,TOR,L (-9),Inactive
16,2017-11-17,31-136,NOP,@,DEN,L (-32),Inactive
17,2017-11-20,31-139,NOP,OKC,W (+7),Did Not Dress
18,2017-11-22,31-141,NOP,SAS,W (+17),Did Not Play
19,1,2017-11-24,31-143,NOP,@,PHO,W (+24),0,10:42,3,5,.600,0,0,0,0,1,0,1,0,0,0,0,2,6,3.6,-7
20,2017-11-25,31-144,NOP,@,GSW,L (-15),Did Not Play
,Rk,,G,,Date,,Age,,Tm,, ,,Opp,, ,,GS,,MP,,FG,,FGA,,FG%,,3P,,3PA,,3P%,,FT,,FTA,,FT%,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS,,GmSc,,+/-,
21,2017-11-29,31-148,NOP,MIN,L (-18),Did Not Play
22,2017-12-01,31-150,NOP,@,UTA,L (-6),Did Not Play
23,2,2017-12-02,31-151,NOP,@,POR,W (+7),0,13:47,0,1,.000,0,0,1,2,.500,0,7,7,1,0,0,0,0,1,2.7,+2
24,3,2017-12-04,31-153,NOP,GSW,L (-10),0,11:57,1,2,.500,0,0,0,0,1,4,5,0,0,0,1,1,2,1.5,+21
25,4,2017-12-06,31-155,NOP,DEN,W (+9),0,8:26,1,2,.500,0,0,0,0,1,3,4,1,0,0,0,0,2,3.3,+8
26,5,2017-12-08,31-157,NOP,SAC,L (-7),0,9:10,0,1,.000,0,0,0,0,0,2,2,0,0,0,0,0,0,-0.1,-5
27,6,2017-12-10,31-159,NOP,PHI,W (+7),0,3:15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,-3
28,7,2017-12-11,31-160,NOP,@,HOU,L (-7),0,12:18,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,-1.5,-12
29,8,2017-12-13,31-162,NOP,MIL,W (+7),0,1:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+1
30,2017-12-15,31-164,NOP,@,DEN,L (-6),Did Not Play
31,9,2017-12-19,31-168,NOP,@,WAS,L (-10),0,3:42,0,1,.000,0,0,2,2,1.000,1,2,3,0,0,0,0,0,2,2.6,+6
32,2017-12-22,31-171,NOP,@,ORL,W (+14),Did Not Play
33,2017-12-23,31-172,NOP,@,MIA,W (+15),Did Not Play
34,10,2017-12-27,31-176,NOP,BRK,W (+15),0,3:15,0,0,0,0,0,2,.000,0,0,0,0,0,0,0,1,0,-1.2,-17
35,2017-12-29,31-178,NOP,DAL,L (-8),Did Not Play
36,2017-12-30,31-179,NOP,NYK,L (-2),Did Not Play
37,2018-01-03,31-183,NOP,@,UTA,W (+10),Did Not Play
38,2018-01-06,31-186,NOP,@,MIN,L (-18),Did Not Play
39,2018-01-08,31-188,NOP,DET,W (+3),Did Not Play
40,11,2018-01-10,31-190,NOP,@,MEM,L (-3),0,6:25,0,1,.000,0,0,0,2,.000,1,3,4,0,0,1,2,3,0,-2.4,-9
,Rk,,G,,Date,,Age,,Tm,, ,,Opp,, ,,GS,,MP,,FG,,FGA,,FG%,,3P,,3PA,,3P%,,FT,,FTA,,FT%,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS,,GmSc,,+/-,
41,2018-01-12,31-192,NOP,POR,W (+6),Did Not Play
42,2018-01-14,31-194,NOP,@,NYK,W (+5),Did Not Play
43,2018-01-16,31-196,NOP,@,BOS,W (+3),Did Not Play
44,2018-01-17,31-197,NOP,@,ATL,L (-1),Did Not Play
45,2018-01-20,31-200,NOP,MEM,W (+7),Did Not Play
46,2018-01-22,31-202,NOP,CHI,W (+4),Did Not Play
47,12,2018-01-24,31-204,NOP,@,CHO,W (+5),0,4:12,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1.0,+1
48,2018-01-26,31-206,NOP,HOU,W (+2),Did Not Play
49,13,2018-01-28,31-208,NOP,LAC,L (-9),0,7:26,2,3,.667,0,0,0,0,0,3,3,0,0,0,0,0,4,3.6,+12
50,14,2018-01-30,31-210,NOP,SAC,L (-11),0,24:18,0,0,0,0,1,4,.250,1,3,4,0,1,1,1,5,1,0.1,-1
51,2018-02-03,31-214,CHI,@,LAC,L (-10),Inactive
52,2018-02-05,31-216,CHI,@,SAC,L (-6),Did Not Play
53,2018-02-09,31-220,CHI,MIN,W (+1),Did Not Play
54,2018-02-10,31-221,CHI,WAS,L (-11),Did Not Play
55,2018-02-12,31-223,CHI,ORL,W (+4),Did Not Play
56,2018-02-14,31-225,CHI,TOR,L (-24),Inactive
57,2018-02-22,31-233,CHI,PHI,L (-1),Did Not Play
58,2018-02-24,31-235,CHI,@,MIN,L (-18),Did Not Play
59,2018-02-26,31-237,CHI,@,BRK,L (-17),Did Not Play
60,2018-02-27,31-238,CHI,@,CHO,L (-15),Did Not Play
,Rk,,G,,Date,,Age,,Tm,, ,,Opp,, ,,GS,,MP,,FG,,FGA,,FG%,,3P,,3PA,,3P%,,FT,,FTA,,FT%,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS,,GmSc,,+/-,
61,2018-03-02,31-241,CHI,DAL,W (+8),Did Not Play
62,2018-03-05,31-244,CHI,BOS,L (-16),Did Not Play
63,2018-03-07,31-246,CHI,MEM,W (+9),Did Not Play
64,2018-03-09,31-248,CHI,@,DET,L (-16),Inactive
65,2018-03-11,31-250,CHI,@,ATL,W (+7),Inactive
66,2018-03-13,31-252,CHI,LAC,L (-6),Did Not Play
67,2018-03-15,31-254,CHI,@,MEM,W (+1),Inactive
68,2018-03-17,31-256,CHI,CLE,L (-5),Did Not Play
69,2018-03-19,31-258,CHI,@,NYK,L (-18),Did Not Play
70,2018-03-21,31-260,CHI,DEN,L (-33),Did Not Play
71,2018-03-23,31-262,CHI,MIL,L (-13),Did Not Play
72,2018-03-24,31-263,CHI,@,DET,L (-22),Did Not Play
73,2018-03-27,31-266,CHI,@,HOU,L (-32),Did Not Play
74,2018-03-29,31-268,CHI,@,MIA,L (-11),Did Not Play
75,2018-03-30,31-269,CHI,@,ORL,W (+8),Did Not Play
76,2018-04-01,31-271,CHI,WAS,W (+19),Did Not Play
77,2018-04-03,31-273,CHI,CHO,W (+6),Did Not Play
78,15,2018-04-06,31-276,CHI,@,BOS,L (-7),0,15:59,1,3,.333,0,0,0,1,.000,0,2,2,0,0,0,1,3,2,-1.7,-4
79,16,2018-04-07,31-277,CHI,BRK,L (-28),0,12:58,1,1,1.000,0,0,0,0,0,3,3,1,1,0,1,1,2,2.9,-10
80,17,2018-04-09,31-279,CHI,@,BRK,L (-9),0,14:06,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0.3,-1
,Rk,,G,,Date,,Age,,Tm,, ,,Opp,, ,,GS,,MP,,FG,,FGA,,FG%,,3P,,3PA,,3P%,,FT,,FTA,,FT%,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS,,GmSc,,+/-,
