Rk,G,Date,Age,Tm,?,Opp,?,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,2017-10-18,18-361,IND,BRK,W (+9),Did Not Play
2,1,2017-10-20,18-363,IND,POR,L (-18),0,2:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+5
3,2017-10-21,18-364,IND,@,MIA,L (-4),Did Not Play
4,2,2017-10-24,19-002,IND,@,MIN,W (+23),0,2:12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,+2
5,3,2017-10-25,19-003,IND,@,OKC,L (-18),0,2:22,0,1,.000,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,-1
6,2017-10-29,19-007,IND,SAS,W (+3),Did Not Play
7,4,2017-10-31,19-009,IND,SAC,W (+18),0,4:55,1,2,.500,0,0,2,2,1.000,1,0,1,0,0,1,0,1,4,4.0,-7
8,2017-11-01,19-010,IND,@,CLE,W (+17),Did Not Play
9,2017-11-03,19-012,IND,@,PHI,L (-11),Did Not Play
10,2017-11-05,19-014,IND,@,NYK,L (-7),Did Not Play
11,2017-11-07,19-016,IND,NOP,L (-5),Did Not Play
12,2017-11-08,19-017,IND,@,DET,L (-17),Did Not Play
13,5,2017-11-10,19-019,IND,@,CHI,W (+18),0,1:45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,-1
14,6,2017-11-12,19-021,IND,HOU,L (-23),0,3:32,0,2,.000,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.1,0
15,2017-11-15,19-024,IND,@,MEM,W (+3),Inactive
16,2017-11-17,19-026,IND,DET,W (+7),Inactive
17,2017-11-19,19-028,IND,@,MIA,W (+25),Inactive
18,2017-11-20,19-029,IND,@,ORL,W (+8),Inactive
19,2017-11-24,19-033,IND,TOR,W (+3),Inactive
20,2017-11-25,19-034,IND,BOS,L (-10),Did Not Play
,Rk,,G,,Date,,Age,,Tm,, ,,Opp,, ,,GS,,MP,,FG,,FGA,,FG%,,3P,,3PA,,3P%,,FT,,FTA,,FT%,,ORB,,DRB,,TRB,,AST,,STL,,BLK,,TOV,,PF,,PTS,,GmSc,,+/-,
21,2017-11-27,19-036,IND,ORL,W (+12),Inactive
22,2017-11-29,19-038,IND,@,HOU,L (-21),Inactive
23,2017-12-01,19-040,IND,@,TOR,L (-5),Inactive
